frame,pre_ai_mean,post_ai_mean,diff,p_value,sig
company_blame,0.8853349798652075,1.0115208478286706,0.1261858679634631,0.8062473810050047,n.s.
systemic_risk,0.4809949296727732,0.9019846327250907,0.4209897030523175,0.8617184695070454,n.s.
technical_framing,0.9407203144091244,1.5124022456315234,0.571681931222399,0.01729589374935302,*
reassurance,0.3016499526178824,0.8451199730030815,0.5434700203851991,0.003668583936150356,**
user_impact,2.6304373343438554,4.985043884297207,2.3546065499533517,0.002884153431799419,**
regulation_call,1.6334168314674673,0.6639932534009094,-0.9694235780665579,0.0006877996841955354,***
