frame,pre_ai_mean,post_ai_mean,diff,p_value,sig
company_blame,0.68200933496969,1.0115208478286706,0.3295115128589806,0.19549238494490884,n.s.
systemic_risk,0.4315149561346863,0.9019846327250907,0.47046967659040434,0.3415987188158578,n.s.
technical_framing,1.1990432745139092,1.5124022456315234,0.3133589711176141,0.10453318941711716,n.s.
reassurance,0.44170171633332783,0.8451199730030815,0.40341825666975367,0.10437404705978573,n.s.
user_impact,2.643276874221846,4.985043884297207,2.341767010075361,0.0016099269477725794,**
regulation_call,0.7849506114067512,0.6639932534009094,-0.12095735800584173,0.31290300107861313,n.s.
