word,pre_ai_mean,post_ai_mean,diff,abs_diff
addressed,0.0008423467551021396,0.001190930357274097,0.00034858360217195745,0.00034858360217195745
addressing,0.00023817107488221221,0.0007299716038091346,0.0004918005289269224,0.0004918005289269224
adds,0.0018773191019511694,0.0014199104244558445,-0.0004574086774953249,0.0004574086774953249
adequate,0.002013467457633613,0.0008393473223124437,-0.0011741201353211693,0.0011741201353211693
administration,0.001812413732683784,0.006274669135545923,0.004462255402862139,0.004462255402862139
administrators,0.0014750691420630994,0.0007814523186506806,-0.0006936168234124189,0.0006936168234124189
admitted,0.003959052646527631,0.0009701366742943564,-0.0029889159722332748,0.0029889159722332748
adopted,0.0012108969034680297,0.00048329281690826127,-0.0007276040865597684,0.0007276040865597684
ads,0.004197577040056861,0.000773910556658614,-0.0034236664833982465,0.0034236664833982465
adult,0.0017682322099419156,0.0003452106649343156,-0.0014230215450076,0.0014230215450076
adults,0.0016239445648155897,0.0008168723193880225,-0.0008070722454275672,0.0008070722454275672
advance,0.00045757347892985147,0.0017304977059458247,0.0012729242270159732,0.0012729242270159732
advanced,0.0008541664506068391,0.0017326747080141335,0.0008785082574072943,0.0008785082574072943
advantage,0.0011455282654240437,0.0013862044503088668,0.00024067618488482316,0.00024067618488482316
advertisers,0.0037418758525373077,0.0006657637824316535,-0.003076112070105654,0.003076112070105654
advertising,0.008716915798307452,0.0034671573255937393,-0.005249758472713712,0.005249758472713712
advice,0.0008152554562935533,0.0011878138944809685,0.0003725584381874152,0.0003725584381874152
advised,0.0015124031341861932,0.002729736914358762,0.0012173337801725686,0.0012173337801725686
adviser,0.0031688393793762133,0.0007067354167143475,-0.002462103962661866,0.002462103962661866
advisers,0.0,0.0011466509517954633,0.0011466509517954633,0.0011466509517954633
advises,0.0006554362094760858,0.0008993014964014147,0.00024386528692532888,0.00024386528692532888
advocate,0.0012468055917704386,0.0009048639223348763,-0.0003419416694355622,0.0003419416694355622
advocates,0.0010797554089838671,0.0012296069638819073,0.00014985155489804017,0.00014985155489804017
affair,0.0008800413737649326,0.0015156851028084457,0.0006356437290435131,0.0006356437290435131
affairs,0.0036695515894344297,0.0020503644111335303,-0.0016191871783008994,0.0016191871783008994
affairs minister,0.0,0.0021665292478248947,0.0021665292478248947,0.0021665292478248947
affect,0.0028242249982835086,0.0019180518622073225,-0.000906173136076186,0.000906173136076186
affected,0.011329161734196742,0.01792734405700825,0.006598182322811508,0.006598182322811508
affected outage,0.002000283159270388,0.00291420208643211,0.0009139189271617221,0.0009139189271617221
affecting,0.002723862262303129,0.004700207309877162,0.001976345047574033,0.001976345047574033
afford,0.002765399422769288,0.0011932676564959223,-0.0015721317662733656,0.0015721317662733656
affordable,0.001980800974933353,0.0009047589517600679,-0.001076042023173285,0.001076042023173285
africa,0.0005860066206049529,0.004271614826315026,0.003685608205710073,0.003685608205710073
aftermath,0.0006281076197694678,0.0015936538306977977,0.0009655462109283299,0.0009655462109283299
afternoon,0.0031374893168713727,0.010143625900780351,0.007006136583908978,0.007006136583908978
afternoon email,0.0,0.004512739579610054,0.004512739579610054,0.004512739579610054
age,0.010430320573482433,0.00290526785074826,-0.007525052722734174,0.007525052722734174
aged,0.00491122243708331,0.0013881315970075,-0.0035230908400758106,0.0035230908400758106
ageing,0.0008202608870722404,0.0015621529341580578,0.0007418920470858174,0.0007418920470858174
agencies,0.00140456994663164,0.0036217477350683315,0.0022171777884366917,0.0022171777884366917
agency,0.003362643082202665,0.0033068403510384983,-5.5802731164166734e-05,5.5802731164166734e-05
agenda,0.0028222122679507286,0.001309098811210627,-0.0015131134567401016,0.0015131134567401016
agents,0.0007516232587546786,0.0011948284398459914,0.00044320518109131285,0.00044320518109131285
aggression,0.0019401224451076702,0.000902983239824936,-0.0010371392052827342,0.0010371392052827342
ago,0.006430922142574104,0.006125403596166868,-0.0003055185464072357,0.0003055185464072357
agree,0.0036137133222828148,0.0017695194626388348,-0.00184419385964398,0.00184419385964398
agreed,0.002634656588881498,0.002584084505018052,-5.057208386344573e-05,5.057208386344573e-05
agreement,0.000893463701529628,0.0021817935912680107,0.0012883298897383827,0.0012883298897383827
ahead,0.003643191630872577,0.004435761459177405,0.0007925698283048283,0.0007925698283048283
ai,0.0017566429661567949,0.03673857803527241,0.034981935069115615,0.034981935069115615
ai boom,0.0,0.0016460456812290311,0.0016460456812290311,0.0016460456812290311
ai tools,0.0,0.001884515770487484,0.001884515770487484,0.001884515770487484
aid,0.0024181959017583673,0.0012585299930191287,-0.0011596659087392386,0.0011596659087392386
aim,0.002278777880244205,0.0018098979242350023,-0.00046887995600920253,0.00046887995600920253
aimed,0.0010518977540865926,0.0011409478889217064,8.90501348351138e-05,8.90501348351138e-05
aims,0.0025792575834527273,0.001520157300020216,-0.0010591002834325113,0.0010591002834325113
air,0.007153749365318655,0.010055298622939761,0.0029015492576211065,0.0029015492576211065
air lines,0.0,0.0025903763544622817,0.0025903763544622817,0.0025903763544622817
air pollution,0.0016138158214042918,0.0,-0.0016138158214042918,0.0016138158214042918
airline,0.0,0.0061869620561439825,0.0061869620561439825,0.0061869620561439825
airlines,0.0,0.013518273853180388,0.013518273853180388,0.013518273853180388
airport,0.0007081886801766517,0.012860897465789218,0.012152708785612566,0.012152708785612566
airports,0.00068510369365748,0.009787526764323448,0.009102423070665968,0.009102423070665968
al,0.0017029496210232184,0.0023421478652324015,0.0006391982442091832,0.0006391982442091832
al jazeera,0.0013683331598189645,0.0007583968100673894,-0.0006099363497515751,0.0006099363497515751
alan,0.0013243462020420679,0.0019775188681667192,0.0006531726661246514,0.0006531726661246514
alarm,0.0,0.004573174045760929,0.004573174045760929,0.004573174045760929
alarms,0.0003803324882668782,0.0016314429030512539,0.0012511104147843756,0.0012511104147843756
alaska,0.0,0.002227916736090211,0.002227916736090211,0.002227916736090211
album,0.0031670325527067486,0.005919760490346239,0.0027527279376394903,0.0027527279376394903
alcohol,0.0013887197866745658,0.0005059385369920054,-0.0008827812496825605,0.0008827812496825605
alert,0.0023270120019727365,0.0017258728808319675,-0.000601139121140769,0.000601139121140769
alex,0.0026196507386419595,0.0013972342579673363,-0.0012224164806746232,0.0012224164806746232
algorithm,0.0019338803659381095,0.001388267426356559,-0.0005456129395815504,0.0005456129395815504
algorithms,0.0025055835094625343,0.00250880338541203,3.219875949495715e-06,3.219875949495715e-06
alive,0.0018857964291004465,0.0011924694023764792,-0.0006933270267239673,0.0006933270267239673
allegations,0.002565914649441741,0.003260369990723019,0.000694455341281278,0.000694455341281278
alleged,0.0031785159307448382,0.0018084765068421453,-0.0013700394239026929,0.0013700394239026929
