_id,pub_date,headline,web_url,snippet,lead_paragraph,section,byline,type_of_material,source
nyt://article/1b53d9f7-4983-5f6f-8605-73d470ce92d1,2021-12-08 12:33:17+00:00,Crypto Moguls Prepare for Capitol Hill,https://www.nytimes.com/2021/12/08/business/dealbook/crypto-congress.html,Six cryptocurrency chiefs will testify about the promises and perils of their industry.,,Business,"By Andrew Ross Sorkin, Jason Karaian, Sarah Kessler, Stephen Gandel, Michael J. de la Merced, Lauren Hirsch and Ephrat Livni",News,The New York Times
